,h3_9,age_20,age_20_30,age_30_40,age_40_60,age_60,male,female,car_owners,carsharing_user,not_citizen_rf,public_trnsprt_user,healthy_food_inter,salary_1,salary_2,salary_3,salary_4,salary_5
305,89110644bcfffff,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
306,8911060b39bffff,0,3,0,1,0,4,0,0,0,4,0,0,3,0,0,1,0
307,891104c86a7ffff,0,0,0,4,0,4,0,0,0,1,0,0,0,1,0,0,0
308,89110631ba7ffff,0,2,0,0,0,0,2,2,2,2,2,0,0,0,0,2,0
309,89119290047ffff,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0
310,891106152cfffff,2,82,169,305,178,468,313,371,148,380,32,0,252,151,114,133,49
311,8911060d16bffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
312,891106119b7ffff,0,12,91,135,38,173,113,154,29,150,1,1,44,79,16,57,63
313,891f73ccd2fffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,89104d10347ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
315,8911130f66bffff,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0
316,8910f65abdbffff,0,15,0,0,0,15,0,0,14,1,0,0,0,0,0,0,14
317,891106ab22bffff,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
318,8911062952bffff,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1
319,89110606833ffff,0,0,2,1,0,1,2,2,1,1,0,0,0,1,1,1,0
320,8911044de0fffff,0,0,0,0,2,0,2,0,0,2,0,0,0,2,0,0,0
321,8911063260bffff,0,2,0,0,2,0,4,0,0,2,0,0,2,0,0,0,1
322,89110215c0fffff,0,3,169,149,72,198,224,169,154,185,3,0,26,114,51,110,62
323,89110606a93ffff,0,1,0,1,1,2,1,1,0,0,0,0,2,0,0,0,1
324,8911063111bffff,1,0,2,5,1,3,6,0,0,5,2,0,1,3,0,0,0
325,8911aa75bcfffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,891181a142bffff,0,0,1,1,0,1,2,1,1,1,0,0,1,1,0,0,0
327,891106c6aabffff,0,0,0,3,0,1,2,2,0,2,0,0,1,0,2,0,0
328,8911a2dab4fffff,0,0,0,2,0,1,1,1,0,1,0,0,0,1,1,0,0
329,89110252b07ffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
330,89110606237ffff,15,12,103,167,64,257,141,182,34,206,6,25,74,101,56,21,34
331,891106a8c27ffff,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0
332,89110611027ffff,0,0,0,5,0,1,4,4,0,5,4,0,0,0,0,0,4
333,89118c90e27ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
334,891106b1823ffff,0,0,1,1,0,0,2,0,0,2,0,0,0,1,0,0,0
335,8911060098bffff,0,51,91,49,7,105,128,79,19,119,0,6,41,35,77,20,38
336,8911aa68067ffff,0,0,0,6,0,4,2,6,2,4,0,0,4,0,0,2,0
337,8911315b52fffff,0,0,6,6,0,9,3,5,0,11,0,3,0,5,3,3,1
338,89110606457ffff,1,4,149,76,3,167,67,105,30,146,1,1,80,8,46,14,57
339,890b1116e9bffff,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
340,8911020510bffff,0,3,15,31,10,39,32,10,4,16,1,3,17,7,4,1,3
341,8925716ecbbffff,0,0,6,0,0,0,6,0,0,0,6,0,0,0,0,6,0
342,891130231c3ffff,0,48,28,41,2,60,61,27,21,106,1,0,4,66,16,26,7
343,89113022e47ffff,0,2,48,30,16,35,63,10,4,34,1,0,19,14,27,3,3
344,89110615603ffff,0,10,4,14,7,23,13,16,10,26,0,0,13,7,9,1,0
345,8911060ae73ffff,0,6,0,1,1,1,7,0,0,0,0,0,0,1,0,1,0
346,89111a713c3ffff,0,0,3,0,0,3,0,0,0,3,0,0,0,0,3,0,0
347,891189c1dc7ffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
348,891f7308273ffff,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
349,8911aa70e83ffff,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
350,891106029cbffff,0,13,46,100,54,111,114,43,28,129,4,0,99,44,26,20,20
351,89110615957ffff,0,31,45,66,18,113,54,21,15,40,1,30,25,56,43,2,5
352,892d7211dabffff,0,1,1,16,1,16,3,1,0,1,0,0,18,1,0,0,0
353,891106113bbffff,0,0,0,3,2,1,4,3,0,5,0,0,0,0,4,0,0
354,891106ab687ffff,3,23,214,250,76,384,205,252,40,354,1,0,183,122,97,53,7
355,8911aa44e13ffff,0,2,0,0,0,2,0,2,2,2,0,0,0,0,0,2,0
356,891106075afffff,1,0,2,2,0,3,2,0,0,3,0,0,1,1,0,1,0
357,892d4582c07ffff,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,0,0
358,89212d8243bffff,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
359,8911065346fffff,0,0,6,8,1,3,12,7,2,5,0,0,5,1,6,1,2
360,8911060248fffff,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
361,89110614b4fffff,0,1,17,31,6,25,33,14,3,40,3,2,22,2,17,2,4
362,892d7292077ffff,0,1,4,23,2,19,13,26,6,16,0,0,14,12,0,3,1
363,89110470657ffff,0,0,3,33,2,37,2,33,2,3,0,0,0,35,0,0,0
364,8911049b3abffff,0,0,0,2,0,2,0,0,0,2,0,0,2,0,0,0,0
365,89113008b6fffff,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
366,89110610d37ffff,2,123,383,63,221,608,225,261,62,432,10,16,184,362,74,26,24
367,891106156c7ffff,0,1,8,2,1,8,4,1,1,8,0,0,4,0,0,1,1
368,89113008d4fffff,0,1,15,2,85,21,88,16,16,86,0,0,2,15,1,84,1
369,891f691341bffff,0,0,1,5,1,2,5,0,0,1,1,1,4,1,0,0,0
370,89118311d0bffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
371,891106c6083ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
372,890b06381cbffff,0,0,0,4,0,4,0,0,0,4,0,0,4,0,0,0,0
373,89101b619b7ffff,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0
374,8911159b08fffff,0,1,4,1,0,7,1,4,1,1,0,0,2,1,3,0,0
375,892d48b3263ffff,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
376,8911022a6b3ffff,0,0,1,42,19,25,37,35,13,22,0,0,41,0,13,6,0
377,8911063a52bffff,43,106,84,128,3,266,99,225,83,186,85,0,108,63,81,9,62
378,891131405afffff,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,2
379,891106b0ba3ffff,0,11,47,130,107,112,226,134,14,188,10,9,139,46,23,40,9
380,891f6dcf1bbffff,0,0,36,3,1,12,28,5,0,0,0,0,4,25,2,0,0
381,89110448c4fffff,0,29,5,13,9,53,27,40,15,40,3,1,39,6,15,4,14
382,89110605403ffff,0,0,1,2,0,2,1,2,2,1,0,0,0,0,2,0,0
383,8911060f113ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
384,891106050cfffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
385,891106ba1bbffff,1,4,202,48,3,74,186,156,100,176,0,18,111,53,42,2,3
386,8910205aedbffff,7,0,0,0,0,7,0,7,0,7,0,0,0,7,0,0,0
387,8911060d55bffff,0,10,0,0,4,0,14,4,10,11,0,7,4,0,0,0,10
388,89110614b93ffff,0,0,1,2,0,0,3,1,1,1,0,1,0,1,0,0,1
389,891106a1193ffff,0,2,4,6,0,11,2,7,2,4,0,2,5,0,6,0,0
390,891165aa30fffff,0,3,0,0,0,3,0,3,3,0,0,0,0,0,0,0,3
391,89110448c77ffff,0,52,169,148,53,294,185,172,45,208,34,2,201,151,35,43,43
392,89110607597ffff,0,1,8,3,0,5,7,4,4,10,0,1,2,0,0,9,0
393,8911061492bffff,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0
394,8911aa6229bffff,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
395,891106add87ffff,0,0,0,3,1,2,2,2,0,2,0,0,1,1,1,0,1
396,891165aa8cfffff,0,1,1,2,0,1,3,2,1,2,0,0,0,2,0,1,1
397,89110611023ffff,0,0,2,4,0,5,1,3,2,3,1,0,0,2,0,0,3
398,89110ea75d3ffff,0,0,5,1,1,5,9,1,0,0,0,0,6,0,0,1,0
399,89110604007ffff,1,16,225,161,26,386,186,237,103,269,5,1,76,77,87,49,183
400,89110632093ffff,1,2,0,0,6,2,7,3,3,4,1,0,6,0,0,3,0
401,8911aa7134fffff,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0
402,892d40a516bffff,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0
403,891f698a833ffff,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0,0,1
404,8911aa45233ffff,0,0,3,0,0,0,3,0,0,3,0,3,3,0,0,0,0
405,89110475bb3ffff,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
406,891106ae873ffff,0,85,18,6,14,89,34,60,13,62,0,2,65,8,0,15,2
407,8911ab43647ffff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,89113111247ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
409,89110601eafffff,1,0,3,1,1,5,2,4,0,3,0,0,1,3,0,1,1
410,891106a99a3ffff,0,0,18,1,2,8,14,11,7,10,0,0,3,7,8,0,1
411,89119c18853ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
412,8911aa70193ffff,0,1,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1
413,8911068d6cbffff,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
414,89110e06633ffff,0,0,0,5,0,0,5,0,0,5,5,0,0,0,0,5,0
415,891106ad2bbffff,0,0,16,7,4,16,11,9,9,9,0,11,4,0,0,0,18
416,8911029331bffff,0,0,0,4,2,4,2,0,0,2,0,0,1,0,3,0,0
417,8911aa6360bffff,0,3,6,10,3,12,12,10,1,12,0,0,8,1,4,4,3
418,891106054a7ffff,0,0,1,0,1,1,3,0,0,0,0,0,1,0,1,0,0
419,891106043b3ffff,32,63,358,465,334,609,811,592,159,609,135,1,618,298,183,61,43
420,89118393053ffff,0,0,1,5,0,1,5,5,1,5,0,0,1,1,0,0,0
421,89212d909bbffff,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,7,0
422,891104bb427ffff,0,1,1,8,0,5,6,1,0,2,0,0,7,0,1,0,0
423,8911aa62497ffff,0,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0
424,89110615833ffff,0,17,94,173,36,212,121,165,18,202,0,1,122,73,27,14,17
425,8911aa7a9d7ffff,0,0,3,0,1,4,0,4,0,3,0,0,3,1,0,0,0
426,890b09b8ba7ffff,0,0,5,2,0,7,0,7,5,0,0,0,0,0,0,0,7
427,891104c825bffff,0,0,0,5,0,5,0,0,0,2,0,0,0,0,0,0,0
428,8910f0d064fffff,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
429,8914d64a9d7ffff,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
430,892d45b86cbffff,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
431,89110429487ffff,0,1,3,22,15,26,25,13,10,4,10,1,27,10,0,3,1
432,891106296d7ffff,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
433,891115a435bffff,0,0,0,1,2,1,2,0,0,0,0,0,2,0,0,1,0
434,8910dd0c903ffff,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1
435,8911310335bffff,0,0,0,4,0,0,4,0,0,4,0,0,0,4,0,0,0
436,89110618e23ffff,1,22,67,17,34,62,89,17,24,38,3,0,66,6,6,29,3
437,891106159d3ffff,1,52,152,295,11,397,184,165,87,264,1,2,155,80,77,59,117
438,891106068cfffff,0,10,1,5,0,15,2,7,0,8,0,1,3,3,4,7,0
439,891131284c3ffff,0,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
440,891106029dbffff,0,1,7,14,1,17,6,8,1,21,0,0,9,6,1,0,0
441,89118126b0fffff,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0
442,89110604527ffff,3,2,0,2,0,2,5,5,0,2,4,0,2,0,1,4,0
443,891105cb273ffff,0,9,24,87,80,67,133,62,26,65,22,0,60,111,11,7,6
444,89110614a93ffff,0,0,8,2,5,10,5,8,5,4,0,0,5,2,6,1,0
445,89118e4602fffff,0,0,2,0,0,1,1,0,0,1,0,0,1,0,0,0,0
446,892574a4007ffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
447,89110610b2bffff,5,9,41,41,4,69,61,51,7,76,1,3,71,18,0,9,17
448,89110610927ffff,0,1,9,0,1,9,3,2,0,3,0,0,2,0,7,0,1
449,891106cee03ffff,0,0,8,1,0,9,1,1,0,1,0,0,1,0,0,8,1
450,8910405a547ffff,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1
451,891f73cdc63ffff,0,0,0,2,0,1,1,1,0,2,0,0,1,0,0,0,0
452,89111c52ccbffff,0,3,1,6,1,6,5,1,3,8,0,0,8,1,0,1,0
453,892d55aa3afffff,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0
454,89110610b2fffff,1,16,4,49,0,46,34,40,29,58,2,0,31,3,0,15,21
455,8911154224fffff,0,1,0,1,0,2,0,2,0,2,0,0,2,0,0,0,0
456,890b9a74963ffff,0,6,2,0,8,2,14,2,8,16,0,0,10,0,6,0,0
457,8921418134fffff,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
458,89110606e6fffff,0,0,6,3,0,6,3,6,1,2,0,0,1,0,0,0,5
459,891106aa36fffff,0,0,2,0,1,0,3,2,2,2,0,0,0,1,0,0,2
460,891106109abffff,1,4,70,100,60,180,76,52,89,102,2,1,84,19,21,0,101
461,891199563cbffff,0,0,20,0,0,0,20,20,0,20,0,0,20,0,0,0,0
462,8911150dc8fffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
463,8911aa7abcfffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
464,891183c49bbffff,0,0,0,2,0,2,0,2,0,2,0,0,2,0,0,0,0
465,8911061580fffff,0,0,1,6,0,9,1,4,1,2,0,0,6,1,0,0,0
466,8911060416fffff,0,0,7,0,1,3,5,2,0,6,0,0,5,0,0,0,2
467,89110615043ffff,0,45,144,364,41,430,243,199,109,157,2,25,76,284,169,16,78
468,8911aa71babffff,0,0,1,2,0,3,2,0,0,3,0,0,0,0,0,2,0
469,8911060502fffff,0,0,1,10,0,5,6,10,0,10,0,0,2,5,0,0,4
470,89112262c1bffff,0,0,1,19,0,20,0,0,0,20,0,0,1,0,19,0,0
471,8911060ce5bffff,0,0,0,3,0,2,1,1,1,2,0,0,3,0,0,0,0
472,891106a9c7bffff,0,0,2,4,0,10,0,1,0,3,0,0,3,0,0,0,0
473,891106aa2c7ffff,0,133,143,260,42,261,408,173,37,405,26,0,200,116,122,70,67
474,891106334c3ffff,0,3,320,276,33,240,392,207,77,491,38,68,305,52,169,0,72
475,89113370a17ffff,0,7,9,0,0,9,7,7,7,9,0,0,8,7,0,0,0
476,89113303407ffff,0,12,0,1,28,12,29,36,19,2,9,0,2,0,12,0,9
477,891104b8c93ffff,0,2,10,16,0,10,19,13,2,20,1,2,9,1,8,4,2
478,8911020420bffff,0,1,0,5,3,7,2,0,0,2,0,0,1,1,1,0,0
479,891106468a3ffff,0,0,0,3,0,3,1,3,0,3,0,0,0,0,2,0,1
480,89113150b83ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
481,89110602c57ffff,0,1,3,4,0,6,2,2,0,5,0,0,3,0,2,1,2
482,891106a90cfffff,0,0,1,4,4,5,4,0,0,3,0,0,3,2,1,0,2
483,89110606c03ffff,0,0,3,8,6,12,5,4,5,5,0,0,6,6,1,2,0
484,8911aa6b3bbffff,0,0,1,1,0,1,1,1,0,2,0,0,2,0,0,0,0
485,89110600b93ffff,7,0,13,8,5,16,17,20,4,14,1,2,13,17,2,0,0
486,891106ad07bffff,0,1,0,1,0,1,1,2,1,1,0,0,0,0,0,0,2
487,89110481013ffff,0,20,43,56,6,76,56,60,16,80,0,0,24,11,53,3,3
488,8911068a333ffff,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0
489,89110440207ffff,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
490,8911153b237ffff,0,1,0,4,1,2,4,4,3,5,0,0,2,0,0,0,3
491,8911060d0afffff,0,0,1,1,2,2,2,1,0,4,0,0,2,1,0,1,0
492,8911061a46bffff,0,2,3,0,2,0,7,2,2,7,0,0,0,0,3,2,2
493,89110606dcfffff,0,0,7,9,0,9,7,11,5,11,0,0,10,0,0,0,5
494,89110672e77ffff,0,5,26,56,15,52,50,59,41,40,36,0,64,4,2,23,4
495,89110600ac3ffff,0,3,0,6,2,9,2,7,5,6,0,0,2,3,0,3,1
496,891192932afffff,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0
497,891106a118fffff,9,3,4,25,0,33,33,26,14,25,2,2,13,9,3,13,2
498,8911a8d4267ffff,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0
499,8911337003bffff,0,0,1,67,16,16,79,64,0,21,0,0,0,16,5,62,1
500,891106cc80fffff,0,14,77,92,57,203,44,116,37,177,1,3,137,44,6,6,7
501,89110605c83ffff,0,109,210,100,170,294,311,119,31,251,33,1,72,133,142,140,8
502,89111cc742bffff,0,1,5,4,5,14,7,2,3,10,0,0,5,0,2,2,4
503,8911aa7064fffff,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0
504,8911060d3a3ffff,0,0,2,5,0,7,1,5,0,0,0,0,0,0,2,0,4
505,8911937a147ffff,0,0,0,2,0,1,1,1,0,1,0,0,2,0,0,0,0
506,89110682b23ffff,0,2,0,0,1,2,1,1,0,0,0,0,2,0,0,0,0
507,891106045cbffff,0,2,7,11,4,7,17,9,1,21,0,0,7,12,2,0,0
508,892d568dd47ffff,0,0,0,6,0,0,6,0,1,3,0,0,3,1,0,0,0
509,8911060b297ffff,0,1,5,16,2,17,13,4,0,9,1,0,10,8,1,3,4
510,89111546157ffff,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
511,8911aa6a0afffff,0,0,93,0,0,93,0,0,0,0,0,0,93,0,0,0,0
512,8911060634fffff,0,0,2,1,0,2,1,0,0,1,0,0,2,0,0,1,0
513,89110606d77ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
514,891f6810563ffff,0,0,0,0,2,0,2,1,0,2,0,0,2,0,0,0,0
515,8910de1a61bffff,0,0,8,0,0,13,0,8,8,8,0,0,0,0,8,0,0
516,89118538287ffff,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
517,891106b1b8fffff,0,1,3,7,0,6,5,0,0,6,0,0,0,3,5,0,0
518,8911aa7168bffff,0,24,6,0,0,30,0,6,6,30,0,0,0,0,6,0,0
519,891106a92afffff,0,96,94,135,127,298,170,213,121,282,0,0,161,89,10,36,46
520,8911068019bffff,0,2,2,2,0,3,4,1,1,3,0,0,3,1,0,1,1
521,89110602cbbffff,0,7,1,8,1,8,12,14,3,10,1,0,2,3,4,7,1
522,891106054d7ffff,0,2,1,1,0,3,1,2,2,2,1,0,1,2,0,0,1
523,891106a124fffff,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0
524,8911337b48bffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
525,891106c58cbffff,0,2,46,41,23,74,61,10,7,91,0,0,47,4,20,33,4
526,891106aa2c3ffff,0,0,1,4,0,0,5,2,0,4,0,0,0,2,3,0,0
527,891106a93cfffff,0,0,3,3,0,6,1,4,2,4,0,0,2,3,0,2,0
528,891106149cbffff,0,0,0,2,0,1,1,1,0,2,0,0,1,0,0,0,0
529,8911060ac03ffff,1,6,0,6,1,8,7,9,6,13,0,0,1,2,1,7,0
530,891106ab6a3ffff,0,9,5,4,0,10,8,11,2,8,0,1,2,11,2,2,1
531,8911aa632c3ffff,0,83,1,0,0,84,0,0,0,83,0,0,1,0,0,0,0
532,8911aa6266fffff,0,12,11,0,0,11,12,11,11,0,0,0,0,0,0,0,23
533,8911016d4b3ffff,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
534,891106068afffff,0,0,7,2,0,7,9,8,7,4,0,3,1,7,4,3,1
535,89113129283ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
536,8911042e863ffff,0,0,0,1,3,1,3,0,0,3,0,0,4,0,0,0,0
537,891106044cfffff,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0
538,891106c0c23ffff,0,0,5,1,0,6,0,0,0,6,0,0,5,0,1,0,0
539,8910856d80fffff,0,0,0,2,0,2,0,2,2,0,0,0,0,0,2,0,0
540,89110629db7ffff,6,102,17,129,21,201,74,104,85,227,4,0,117,49,51,5,35
541,8911060832bffff,0,1,0,0,1,2,0,1,1,1,0,0,1,1,0,0,0
542,892d48a068fffff,0,0,54,0,0,54,0,0,0,0,0,0,0,0,0,0,54
543,89118311ca7ffff,0,0,0,0,10,0,10,0,0,0,0,0,10,0,0,0,0
544,891104634b7ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
545,89110606817ffff,0,72,173,151,50,321,135,141,79,198,12,11,135,228,32,4,2
546,891106a9a5bffff,0,0,2,7,19,23,7,2,1,6,1,0,1,5,2,1,0
547,89214199c33ffff,0,0,2,0,0,0,2,0,0,2,0,0,0,2,0,0,0
548,8911047269bffff,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
549,89103496a83ffff,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0
550,89110470683ffff,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
551,8911060ad0bffff,0,31,38,106,54,163,112,96,9,95,1,0,85,56,27,41,21
552,890b2218c27ffff,0,0,4,0,1,4,1,5,0,4,0,0,0,1,4,0,0
553,890b9a629a7ffff,0,0,0,2,0,2,0,0,0,2,0,0,0,0,2,0,0
554,8911aa45d23ffff,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
555,891f716906bffff,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
556,8911321a2b7ffff,0,0,1,4,6,10,1,1,0,11,0,0,10,0,0,1,0
557,89110675a6fffff,0,0,3,5,0,6,3,3,0,4,0,0,3,0,1,1,0
558,8911060091bffff,0,55,135,195,16,278,155,148,8,276,26,1,122,38,145,13,0
559,89110600dafffff,0,1,11,13,0,8,21,0,1,25,0,0,15,8,1,1,0
560,891106976dbffff,0,18,25,0,4,22,25,33,33,2,0,33,8,2,0,0,35
561,891106ab02fffff,0,84,171,124,29,228,190,116,74,164,0,11,281,7,41,10,71
562,891106d14cfffff,0,4,5,17,2,8,20,2,3,9,1,0,17,9,0,0,0
563,891106cca57ffff,0,0,0,0,2,1,3,0,0,0,2,2,0,0,0,1,2
564,89110232e1bffff,0,0,210,177,8,324,81,164,3,345,0,0,144,125,22,16,0
565,89110605ea7ffff,0,3,7,13,4,13,14,11,5,20,0,0,8,3,7,0,2
566,8925710982fffff,0,0,1,1,0,1,1,2,0,2,1,0,0,0,1,0,1
567,892d5427067ffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
568,8910ac4314fffff,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
569,89110609db7ffff,0,1,5,0,0,3,5,1,1,3,0,0,1,3,0,0,1
570,8911314e3a7ffff,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0
571,89214199c67ffff,0,0,7,2,0,9,0,0,0,0,0,0,0,0,9,0,0
572,89118311c03ffff,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0
573,8911aa78873ffff,0,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0
574,892d6d05337ffff,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
575,89110632403ffff,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0
576,891106a9523ffff,0,7,51,18,13,42,50,48,8,41,20,1,10,17,5,5,25
577,89110609913ffff,0,132,219,532,76,354,611,428,85,522,9,0,271,159,122,311,16
578,89113152497ffff,0,28,10,8,6,14,38,41,12,46,26,0,3,16,0,1,25
579,89110670bcfffff,0,37,35,114,19,113,92,84,48,144,0,33,80,34,26,23,37
580,8911962346bffff,0,0,0,5,0,1,4,0,0,2,0,0,0,0,0,1,0
581,891106002cbffff,0,1,4,32,5,36,6,20,0,34,0,0,6,27,1,4,3
582,891036875cbffff,0,0,1,1,0,2,0,2,0,1,0,0,1,0,1,0,0
583,891106a2097ffff,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
584,89119ed89b3ffff,0,0,4,0,0,0,4,4,4,0,0,0,0,0,0,0,4
585,89110628c73ffff,0,0,17,1,2,18,2,11,8,6,0,0,5,7,0,7,0
586,8911062ac77ffff,0,0,63,159,27,35,220,186,4,167,0,2,62,180,6,0,1
587,89110610a4fffff,0,79,101,31,84,88,221,168,75,140,24,3,120,7,67,26,27
588,8911966686bffff,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,5,0
589,891106c695bffff,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
590,891100919a7ffff,1,7,63,9,7,17,70,7,6,73,2,1,67,6,6,4,3
591,89118229257ffff,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,0
592,8911060b32fffff,0,1,1,4,4,14,6,3,1,3,0,0,5,0,2,1,1
593,8925716e15bffff,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
594,89110681907ffff,0,1,1,22,0,22,2,3,0,23,0,0,9,4,9,1,0
595,891106ab37bffff,0,102,264,358,147,539,454,295,169,344,8,17,206,161,124,165,111
596,8911aa70427ffff,0,0,1,2,0,3,0,1,0,2,0,0,0,0,1,0,0
597,891103cd14fffff,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
598,8911060e363ffff,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
599,891106053c3ffff,0,0,6,2,4,11,1,5,5,1,0,0,7,5,0,0,0
600,8910b14252bffff,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
601,8911060680bffff,0,17,16,30,25,45,49,44,28,26,5,0,66,2,22,1,0
602,89118311c93ffff,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
603,8911aa7a8d7ffff,0,1,1,0,1,1,2,3,2,0,0,0,1,1,1,0,0
604,8911062e0c3ffff,0,1,0,2,0,3,0,0,1,1,0,0,0,0,1,1,0
605,892d5685623ffff,0,0,5,3,0,18,3,5,0,5,0,0,0,0,5,0,0
606,89110601963ffff,0,1,3,3,1,5,3,2,4,2,0,0,3,1,2,2,0
607,89110c72d73ffff,0,0,6,2,1,7,2,6,6,1,0,0,2,1,0,6,0
608,8911068e60fffff,0,1,0,2,0,3,0,1,0,3,0,0,0,1,1,0,0
609,892121a646fffff,0,0,1,1,0,1,3,3,2,0,0,0,0,0,1,0,1
610,891106ad04bffff,0,0,1,5,3,4,5,5,5,1,1,5,0,0,4,0,5
611,891106835cfffff,0,15,19,74,28,121,35,7,0,51,2,2,28,42,2,14,0
612,8910e388ac7ffff,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
